,Customer_ID,Age,Location,Profession,Premium_Amount,Dependents,Product,Gender,is_insured_earlier,Organization
272,C_373,49,Mumbai,Web Developer,56243.36621,1,Long-Term Care Insurance,Female,1,Mindfire Solutions
273,C_374,42,Noida,IT Support Specialist,81612.99888,6,Long-Term Care Insurance,Male,1,Accenture India
274,C_375,53,Indore,Technical Writer,26129.28892,5,Life Insurance,Male,0,KPIT Technologies
275,C_376,40,Bengaluru,QA Engineer,16827.60366,3,Auto Insurance,Male,0,QuEST Global
276,C_377,49,Bengaluru,Database Administrator,99664.67827,6,Long-Term Care Insurance,Female,0,Birlasoft
277,C_378,39,Hyderabad,Network Engineer,93946.99484,2,Long-Term Care Insurance,Female,0,Zensar Technologies
278,C_379,33,Pune,Systems Administrator,80124.4435,2,Life Insurance,Female,1,Cyient
279,C_380,38,Delhi,Web Developer,43823.97498,1,Long-Term Care Insurance,Female,1,Tech Mahindra
280,C_381,46,Ahmedabad,Software Developer,65959.1473,7,Long-Term Care Insurance,Male,1,Capgemini India
281,C_382,56,Mumbai,DevOps Engineer,23733.20509,5,Auto Insurance,Female,1,Zensar Technologies
282,C_383,42,Delhi,System Analyst,45994.35142,2,Disability Insurance,Female,1,Wipro
283,C_384,35,Delhi,Network Engineer,71882.30358,0,Travel Insurance,Female,0,Polaris Consulting & Services
284,C_385,49,Delhi,DevOps Engineer,43399.75692,2,Auto Insurance,Male,0,Oracle Financial Services Software
285,C_386,58,Delhi,Cloud Solutions Architect,14615.88476,6,Disability Insurance,Female,0,Birlasoft
286,C_387,52,Bengaluru,Web Developer,14557.64864,2,Auto Insurance,Male,1,Infosys
287,C_388,50,Noida,Cybersecurity Specialist,49262.89484,5,Renters Insurance,Female,1,Aricent
288,C_389,52,Delhi,Network Architect,83282.32794,4,Long-Term Care Insurance,Male,0,Mphasis
289,C_390,36,Noida,UI/UX Designer,66877.90413,5,Long-Term Care Insurance,Female,0,HCL Technologies
290,C_391,31,Ahmedabad,UI/UX Designer,30120.00739,2,Travel Insurance,Male,0,IBM India
291,C_392,41,Noida,Web Developer,3001.855076,0,Renters Insurance,Female,1,NIIT Technologies
292,C_393,58,Indore,Systems Administrator,50662.65499,1,Renters Insurance,Male,0,Birlasoft
293,C_394,33,Hyderabad,Network Architect,1293.187843,7,Disability Insurance,Female,1,Mindtree
294,C_395,57,Ahmedabad,QA Engineer,94321.31377,5,Long-Term Care Insurance,Female,0,Cyient
295,C_396,45,Chennai,UI/UX Designer,23826.77761,0,Critical Illness Insurance,Female,1,Lionbridge Technologies
296,C_397,32,Hyderabad,Cybersecurity Specialist,18879.50824,4,Disability Insurance,Female,0,Mindtree
297,C_398,54,Chennai,Database Administrator,51372.10142,1,Critical Illness Insurance,Male,1,Zensar Technologies
298,C_399,46,Bengaluru,Machine Learning Engineer,39915.99489,1,Life Insurance,Female,1,Tech Mahindra
299,C_400,40,Delhi,Database Administrator,4780.270213,5,Life Insurance,Female,0,Wipro
300,C_401,39,Pune,Database Administrator,25475.25852,1,Health Insurance,Female,0,Mindtree
301,C_402,48,Kolkata,Web Developer,66654.2223,3,Renters Insurance,Female,0,Cyient
302,C_403,57,Bengaluru,IT Support Specialist,6275.066807,5,Health Insurance,Male,0,TCS
303,C_404,30,Indore,Systems Administrator,46447.13634,3,Travel Insurance,Male,1,Cognizant
304,C_405,47,Chennai,Data Scientist,15231.74721,0,Homeowners Insurance,Male,1,Genpact
305,C_406,33,Kolkata,QA Engineer,82701.33354,2,Long-Term Care Insurance,Male,0,Hexaware Technologies
306,C_407,31,Chennai,Web Developer,35790.38114,3,Long-Term Care Insurance,Female,0,Infosys
307,C_408,54,Kolkata,Network Engineer,95241.03933,6,Critical Illness Insurance,Male,0,Cyient
308,C_409,57,Kolkata,UI/UX Designer,55100.26389,2,Critical Illness Insurance,Male,1,IBM India
309,C_410,44,Ahmedabad,Software Developer,91112.52842,3,Critical Illness Insurance,Female,0,Wipro
310,C_411,52,Mumbai,DevOps Engineer,55230.95516,7,Auto Insurance,Female,0,Larsen & Toubro Infotech (LTI)
311,C_412,34,Noida,Machine Learning Engineer,67064.18371,7,Health Insurance,Female,0,Wipro
312,C_413,55,Indore,QA Engineer,83742.30432,1,Long-Term Care Insurance,Female,1,KPIT Technologies
313,C_414,39,Noida,Machine Learning Engineer,36254.75053,0,Disability Insurance,Male,0,Lionbridge Technologies
314,C_415,49,Mumbai,Data Scientist,58384.68158,0,Long-Term Care Insurance,Female,0,Lionbridge Technologies
315,C_416,43,Chennai,Software Developer,95569.37472,4,Health Insurance,Female,1,Aricent
316,C_417,43,Mumbai,Network Engineer,87996.18801,0,Renters Insurance,Female,0,Capgemini India
317,C_418,59,Delhi,Network Engineer,7008.216392,6,Homeowners Insurance,Female,0,Wipro
318,C_419,55,Kolkata,Web Developer,39317.89413,2,Homeowners Insurance,Female,0,Polaris Consulting & Services
319,C_420,45,Pune,IT Support Specialist,21451.35132,5,Long-Term Care Insurance,Male,0,IBM India
320,C_421,51,Indore,DevOps Engineer,74862.8802,1,Renters Insurance,Male,0,Lionbridge Technologies
321,C_422,55,Mumbai,IT Support Specialist,95922.65392,0,Renters Insurance,Male,0,Polaris Consulting & Services
322,C_423,30,Chennai,UI/UX Designer,33588.5362,5,Disability Insurance,Male,0,TCS
323,C_424,40,Chennai,Business Analyst,2364.338038,3,Homeowners Insurance,Male,0,Tech Mahindra
324,C_425,44,Ahmedabad,Data Scientist,58497.82728,4,Renters Insurance,Male,1,Larsen & Toubro Infotech (LTI)
325,C_426,57,Bengaluru,Network Engineer,9567.536556,5,Auto Insurance,Male,1,Accenture India
326,C_427,56,Pune,IT Consultant,8766.574177,7,Auto Insurance,Male,1,Wipro
327,C_428,59,Hyderabad,Web Developer,40608.78289,2,Travel Insurance,Female,0,Zensar Technologies
328,C_429,54,Noida,IT Project Manager,23911.94877,7,Life Insurance,Male,0,Tech Mahindra
329,C_430,45,Kolkata,Network Architect,28913.96863,5,Disability Insurance,Female,0,Capgemini India
330,C_431,33,Kolkata,Systems Administrator,89938.81512,3,Life Insurance,Male,1,TCS
331,C_432,52,Ahmedabad,UI/UX Designer,63968.03976,1,Travel Insurance,Female,1,TCS
332,C_433,39,Pune,Web Developer,76649.92617,2,Travel Insurance,Male,0,Infosys
333,C_434,45,Mumbai,IT Support Specialist,95766.07487,5,Long-Term Care Insurance,Female,0,Tech Mahindra
334,C_435,41,Hyderabad,Network Architect,81135.72343,7,Travel Insurance,Male,1,Mindfire Solutions
335,C_436,32,Bengaluru,IT Project Manager,90198.8805,3,Travel Insurance,Male,0,Tata Elxsi
336,C_437,36,Noida,Systems Administrator,23590.53284,1,Disability Insurance,Female,0,Lionbridge Technologies
337,C_438,31,Pune,Data Scientist,54420.95569,2,Renters Insurance,Male,0,QuEST Global
338,C_439,50,Ahmedabad,IT Project Manager,88417.26371,2,Critical Illness Insurance,Female,0,Genpact
339,C_440,52,Chennai,DevOps Engineer,90772.42553,4,Life Insurance,Male,0,Aricent
340,C_441,49,Bengaluru,Software Developer,12620.81227,6,Renters Insurance,Male,1,Mindfire Solutions
341,C_442,55,Indore,IT Support Specialist,76054.74904,0,Travel Insurance,Female,0,Capgemini India
342,C_443,30,Indore,Business Analyst,66433.18226,3,Disability Insurance,Female,1,Polaris Consulting & Services
343,C_444,34,Noida,IT Support Specialist,32794.15817,0,Health Insurance,Female,0,KPIT Technologies
344,C_445,55,Delhi,Network Architect,66439.05693,3,Renters Insurance,Male,1,KPIT Technologies
345,C_446,48,Pune,UI/UX Designer,49043.63069,4,Auto Insurance,Male,1,Tech Mahindra
346,C_447,44,Hyderabad,Cloud Solutions Architect,87346.69784,3,Long-Term Care Insurance,Male,1,NIIT Technologies
347,C_448,42,Noida,Technical Writer,84072.40249,4,Critical Illness Insurance,Female,0,Cyient
348,C_449,43,Chennai,Cloud Solutions Architect,78971.91174,4,Critical Illness Insurance,Male,1,Mphasis
349,C_450,35,Noida,IT Consultant,22552.07663,5,Renters Insurance,Male,1,TCS
350,C_451,46,Bengaluru,Business Analyst,4424.317408,4,Long-Term Care Insurance,Female,1,Accenture India
351,C_452,30,Mumbai,IT Support Specialist,60978.93455,5,Health Insurance,Male,1,HCL Technologies
352,C_453,59,Mumbai,Database Administrator,64906.75204,7,Life Insurance,Male,0,QuEST Global
353,C_454,42,Pune,UI/UX Designer,81863.76374,6,Auto Insurance,Male,1,Tech Mahindra
354,C_455,56,Bengaluru,QA Engineer,20447.3293,1,Auto Insurance,Male,0,Hexaware Technologies
355,C_456,49,Indore,IT Support Specialist,12932.48393,0,Travel Insurance,Female,1,IBM India
356,C_457,57,Ahmedabad,IT Consultant,57291.88488,5,Disability Insurance,Male,0,Genpact
357,C_458,40,Indore,IT Support Specialist,49426.60411,0,Long-Term Care Insurance,Female,1,Tata Elxsi
358,C_459,55,Delhi,Network Engineer,17392.41276,1,Renters Insurance,Male,1,QuEST Global
359,C_460,36,Bengaluru,Technical Writer,78824.86693,0,Life Insurance,Female,0,Tata Elxsi
360,C_461,33,Ahmedabad,Data Scientist,28973.49316,2,Auto Insurance,Female,0,TCS
361,C_462,53,Bengaluru,Data Scientist,95178.76082,0,Auto Insurance,Female,1,Infosys
362,C_463,48,Indore,IT Support Specialist,8401.172253,1,Life Insurance,Male,1,Accenture India
363,C_464,53,Delhi,Security Analyst,39401.49355,4,Life Insurance,Male,1,Aricent
364,C_465,51,Chennai,Business Analyst,87667.73055,4,Life Insurance,Male,0,Hexaware Technologies
365,C_466,57,Hyderabad,Data Scientist,12716.18095,1,Disability Insurance,Male,1,IBM India
366,C_467,32,Kolkata,QA Engineer,45574.97288,5,Travel Insurance,Female,0,Tech Mahindra
367,C_468,58,Chennai,Systems Administrator,99335.64318,7,Disability Insurance,Female,1,Capgemini India
368,C_469,37,Delhi,IT Consultant,70122.78918,4,Life Insurance,Male,1,Genpact
369,C_470,59,Kolkata,IT Consultant,24772.08779,0,Auto Insurance,Male,0,Cyient
370,C_471,55,Bengaluru,IT Support Specialist,89836.85428,0,Disability Insurance,Female,1,Mindfire Solutions
371,C_472,44,Indore,Technical Writer,25829.49787,4,Critical Illness Insurance,Male,1,TCS
372,C_473,48,Kolkata,Network Architect,52027.37492,5,Critical Illness Insurance,Female,0,Polaris Consulting & Services
373,C_474,57,Delhi,DevOps Engineer,74381.97554,7,Critical Illness Insurance,Female,0,Hexaware Technologies
374,C_475,38,Hyderabad,Data Scientist,27354.9365,4,Life Insurance,Male,0,Mindfire Solutions
375,C_476,56,Indore,Software Developer,16865.67554,2,Auto Insurance,Male,0,Polaris Consulting & Services
376,C_477,41,Bengaluru,Cybersecurity Specialist,67078.61844,3,Disability Insurance,Male,1,NIIT Technologies
377,C_478,32,Hyderabad,Technical Writer,37599.41455,3,Disability Insurance,Female,1,IBM India
378,C_479,33,Bengaluru,Systems Administrator,60860.46339,3,Homeowners Insurance,Male,0,Hexaware Technologies
379,C_480,50,Indore,Machine Learning Engineer,67558.75757,1,Life Insurance,Female,1,Persistent Systems
380,C_481,31,Indore,Network Architect,85183.3427,6,Critical Illness Insurance,Male,0,Cognizant
381,C_482,34,Bengaluru,Systems Administrator,76212.32875,4,Long-Term Care Insurance,Male,1,TCS
382,C_483,52,Hyderabad,IT Support Specialist,52018.21185,4,Homeowners Insurance,Male,1,Infosys
383,C_484,36,Hyderabad,Systems Administrator,30180.18361,3,Health Insurance,Male,1,Mindtree
384,C_485,41,Hyderabad,System Analyst,5621.766984,0,Disability Insurance,Female,1,Mindfire Solutions
385,C_486,59,Kolkata,Network Architect,4103.814961,4,Long-Term Care Insurance,Female,0,QuEST Global
386,C_487,39,Hyderabad,Network Architect,72829.77567,6,Life Insurance,Male,1,Accenture India
387,C_488,32,Delhi,Data Scientist,65214.90111,7,Disability Insurance,Female,0,Oracle Financial Services Software
388,C_489,48,Chennai,IT Project Manager,90443.25747,3,Auto Insurance,Female,1,Zensar Technologies
389,C_490,50,Ahmedabad,IT Project Manager,77171.50217,7,Homeowners Insurance,Female,0,HCL Technologies
390,C_491,42,Ahmedabad,Network Engineer,87072.83466,4,Critical Illness Insurance,Male,1,TCS
391,C_492,57,Mumbai,Database Administrator,39376.01435,0,Disability Insurance,Male,1,Genpact
392,C_493,51,Kolkata,Data Scientist,34451.28061,2,Travel Insurance,Male,1,HCL Technologies
393,C_494,47,Delhi,Systems Administrator,6305.501858,4,Critical Illness Insurance,Female,1,Hexaware Technologies
394,C_495,55,Pune,Database Administrator,33001.52125,1,Auto Insurance,Male,1,Tech Mahindra
395,C_496,46,Noida,Machine Learning Engineer,44747.95642,1,Auto Insurance,Male,1,Cognizant
396,C_497,33,Chennai,Cloud Solutions Architect,90548.39042,3,Life Insurance,Male,1,HCL Technologies
397,C_498,53,Kolkata,Systems Administrator,54337.77658,5,Travel Insurance,Male,1,KPIT Technologies
398,C_499,58,Kolkata,Database Administrator,12708.5227,7,Auto Insurance,Male,0,Lionbridge Technologies
399,C_500,34,Mumbai,Data Scientist,80120.67922,1,Disability Insurance,Female,0,Oracle Financial Services Software
400,C_501,59,Noida,Network Architect,1680.073956,6,Health Insurance,Female,0,Cyient
401,C_502,58,Indore,Data Scientist,5094.46573,6,Disability Insurance,Male,1,KPIT Technologies
402,C_503,33,Bengaluru,Cloud Solutions Architect,24674.54401,5,Renters Insurance,Male,0,Oracle Financial Services Software
403,C_504,39,Ahmedabad,IT Support Specialist,7959.417014,7,Homeowners Insurance,Male,1,Hexaware Technologies
404,C_505,42,Hyderabad,QA Engineer,76246.8508,6,Critical Illness Insurance,Male,0,Zensar Technologies
405,C_506,48,Noida,Business Analyst,38449.21706,0,Health Insurance,Female,0,Oracle Financial Services Software
406,C_507,36,Delhi,QA Engineer,29370.76387,1,Health Insurance,Female,0,HCL Technologies
407,C_508,55,Indore,Network Architect,86033.66103,0,Disability Insurance,Male,0,Cognizant
408,C_509,55,Pune,Security Analyst,27849.43842,3,Critical Illness Insurance,Male,0,Hexaware Technologies
409,C_510,33,Bengaluru,IT Project Manager,56251.43455,7,Auto Insurance,Male,1,Mphasis
410,C_511,31,Mumbai,IT Support Specialist,51499.6728,6,Long-Term Care Insurance,Male,1,Wipro
411,C_512,43,Delhi,Cloud Solutions Architect,46098.14256,4,Renters Insurance,Female,1,Tata Elxsi
412,C_513,44,Ahmedabad,Software Developer,27077.82921,5,Renters Insurance,Female,1,Persistent Systems
413,C_514,53,Delhi,Security Analyst,59606.04005,6,Homeowners Insurance,Male,0,IBM India
414,C_515,42,Mumbai,Web Developer,97859.03409,1,Critical Illness Insurance,Female,1,Cyient
415,C_516,58,Hyderabad,IT Project Manager,58482.91754,6,Health Insurance,Female,0,QuEST Global
416,C_517,38,Bengaluru,Software Developer,15222.96911,5,Life Insurance,Female,1,Oracle Financial Services Software
417,C_518,44,Bengaluru,Machine Learning Engineer,60642.67701,2,Critical Illness Insurance,Male,0,Birlasoft
418,C_519,41,Hyderabad,Machine Learning Engineer,39919.96261,3,Homeowners Insurance,Female,0,Mindtree
419,C_520,37,Mumbai,UI/UX Designer,93001.64286,1,Auto Insurance,Male,0,Tata Elxsi
420,C_521,40,Ahmedabad,Software Developer,12477.23637,4,Critical Illness Insurance,Female,0,Tata Elxsi
421,C_522,43,Chennai,Systems Administrator,39597.04563,1,Auto Insurance,Male,0,Genpact
422,C_523,40,Chennai,Web Developer,78993.47054,6,Critical Illness Insurance,Female,1,Mindfire Solutions
423,C_524,42,Delhi,Software Developer,34766.56426,1,Long-Term Care Insurance,Female,1,QuEST Global
424,C_525,42,Noida,QA Engineer,46152.05839,0,Critical Illness Insurance,Male,1,Lionbridge Technologies
425,C_526,45,Mumbai,Cloud Solutions Architect,26987.71444,0,Life Insurance,Female,1,Larsen & Toubro Infotech (LTI)
426,C_527,52,Delhi,Cloud Solutions Architect,36915.37107,5,Long-Term Care Insurance,Female,1,Tata Elxsi
427,C_528,51,Mumbai,Cybersecurity Specialist,83414.17552,3,Life Insurance,Male,1,KPIT Technologies
428,C_529,38,Mumbai,IT Consultant,74354.96046,6,Life Insurance,Male,1,KPIT Technologies
429,C_530,43,Noida,Security Analyst,46585.3851,0,Life Insurance,Female,0,Birlasoft
430,C_531,33,Hyderabad,Network Engineer,22068.89772,6,Critical Illness Insurance,Male,1,Mindtree
431,C_532,53,Mumbai,System Analyst,89445.05503,6,Homeowners Insurance,Male,1,Cyient
432,C_533,47,Noida,System Analyst,35833.39342,5,Critical Illness Insurance,Female,0,HCL Technologies
433,C_534,47,Pune,Web Developer,7889.652447,5,Life Insurance,Male,1,Infosys
434,C_535,46,Noida,Security Analyst,15885.91021,7,Disability Insurance,Female,0,QuEST Global
435,C_536,45,Hyderabad,Data Scientist,43139.34713,3,Homeowners Insurance,Male,0,Accenture India
436,C_537,40,Kolkata,Software Developer,41294.30204,4,Disability Insurance,Male,1,Mindtree
437,C_538,42,Hyderabad,Data Scientist,2896.319533,7,Life Insurance,Male,1,Tech Mahindra
438,C_539,46,Kolkata,Business Analyst,94098.99558,3,Travel Insurance,Male,1,Larsen & Toubro Infotech (LTI)
439,C_540,47,Mumbai,Systems Administrator,42254.55286,6,Renters Insurance,Male,0,Mindtree
440,C_541,33,Pune,Cybersecurity Specialist,92140.85921,7,Disability Insurance,Female,0,Polaris Consulting & Services
441,C_542,30,Chennai,IT Consultant,1274.475722,5,Health Insurance,Male,0,Larsen & Toubro Infotech (LTI)
442,C_543,51,Kolkata,IT Support Specialist,92755.39442,1,Disability Insurance,Female,0,Mindtree
443,C_544,44,Hyderabad,Network Engineer,83026.18546,4,Homeowners Insurance,Male,0,Polaris Consulting & Services
444,C_545,32,Chennai,Web Developer,42688.65322,5,Travel Insurance,Female,0,Oracle Financial Services Software
445,C_546,43,Pune,UI/UX Designer,17954.49771,5,Renters Insurance,Male,0,Mindtree
446,C_547,41,Indore,System Analyst,54820.11118,7,Renters Insurance,Male,0,KPIT Technologies
447,C_548,46,Kolkata,Systems Administrator,48918.0817,5,Homeowners Insurance,Female,0,HCL Technologies
448,C_549,54,Noida,Cloud Solutions Architect,24253.93456,3,Life Insurance,Female,0,Genpact
449,C_550,44,Indore,System Analyst,67386.64735,6,Travel Insurance,Female,1,QuEST Global
450,C_551,31,Indore,Cybersecurity Specialist,71487.09281,5,Travel Insurance,Male,0,Mindtree
451,C_552,55,Hyderabad,Machine Learning Engineer,64747.21069,5,Auto Insurance,Male,1,Oracle Financial Services Software
452,C_553,42,Hyderabad,DevOps Engineer,26482.18725,2,Travel Insurance,Male,0,Larsen & Toubro Infotech (LTI)
453,C_554,46,Mumbai,Network Architect,4342.761462,2,Renters Insurance,Female,0,Cyient
454,C_555,44,Hyderabad,DevOps Engineer,85764.27003,3,Homeowners Insurance,Male,1,Larsen & Toubro Infotech (LTI)
455,C_556,51,Hyderabad,IT Support Specialist,70555.56799,1,Critical Illness Insurance,Male,0,Cognizant
456,C_557,53,Noida,Network Engineer,97616.34652,5,Auto Insurance,Male,0,Polaris Consulting & Services
457,C_558,57,Bengaluru,Database Administrator,24042.55467,2,Disability Insurance,Female,1,TCS
458,C_559,30,Mumbai,Technical Writer,64304.37501,1,Travel Insurance,Female,1,KPIT Technologies
459,C_560,44,Noida,Data Scientist,42761.21807,5,Disability Insurance,Female,1,Persistent Systems
460,C_561,45,Delhi,IT Project Manager,13362.29099,0,Health Insurance,Male,0,Hexaware Technologies
461,C_562,43,Delhi,Cybersecurity Specialist,70913.38574,0,Auto Insurance,Female,1,Mphasis
462,C_563,36,Ahmedabad,Data Scientist,57630.30698,0,Critical Illness Insurance,Male,1,IBM India
463,C_564,58,Hyderabad,Cybersecurity Specialist,44382.81232,6,Long-Term Care Insurance,Male,0,QuEST Global
464,C_565,35,Pune,Security Analyst,65710.58273,6,Homeowners Insurance,Female,1,Mphasis
465,C_566,50,Kolkata,Web Developer,97867.54449,5,Renters Insurance,Female,0,Wipro
466,C_567,50,Hyderabad,Network Engineer,2302.618847,7,Critical Illness Insurance,Female,1,Wipro
467,C_568,46,Kolkata,Network Architect,68271.43795,2,Homeowners Insurance,Female,1,TCS
468,C_569,46,Delhi,IT Support Specialist,6023.455961,7,Critical Illness Insurance,Male,1,Capgemini India
469,C_570,30,Pune,IT Consultant,11022.63986,1,Renters Insurance,Female,1,Tech Mahindra
470,C_571,36,Indore,QA Engineer,66876.6125,6,Homeowners Insurance,Male,1,Oracle Financial Services Software
471,C_572,41,Mumbai,Systems Administrator,19915.43364,3,Renters Insurance,Male,1,Polaris Consulting & Services
472,C_573,48,Mumbai,Network Architect,92470.34697,2,Critical Illness Insurance,Male,1,HCL Technologies
473,C_574,32,Mumbai,IT Project Manager,91433.5199,1,Long-Term Care Insurance,Female,0,Birlasoft
474,C_575,41,Chennai,Network Architect,56922.2999,5,Long-Term Care Insurance,Female,0,Birlasoft
475,C_576,43,Chennai,Business Analyst,84743.28849,2,Homeowners Insurance,Male,0,Tata Elxsi
476,C_577,33,Bengaluru,Security Analyst,66448.56467,6,Health Insurance,Female,0,Tech Mahindra
477,C_578,52,Indore,Machine Learning Engineer,77003.02079,0,Critical Illness Insurance,Male,0,QuEST Global
478,C_579,43,Bengaluru,Cybersecurity Specialist,63509.33031,3,Homeowners Insurance,Female,0,NIIT Technologies
479,C_580,33,Mumbai,QA Engineer,8486.73571,4,Homeowners Insurance,Female,0,Zensar Technologies
480,C_581,30,Pune,Security Analyst,22945.39646,2,Auto Insurance,Male,0,Persistent Systems
481,C_582,37,Bengaluru,Security Analyst,93761.22195,7,Health Insurance,Male,1,HCL Technologies
482,C_583,36,Delhi,IT Consultant,20849.83095,4,Critical Illness Insurance,Female,0,Lionbridge Technologies
483,C_584,47,Noida,Business Analyst,62745.88288,2,Renters Insurance,Male,0,QuEST Global
484,C_585,38,Kolkata,Software Developer,40657.73203,2,Homeowners Insurance,Male,0,Zensar Technologies
485,C_586,40,Kolkata,IT Project Manager,96180.52224,0,Life Insurance,Female,1,Cognizant
486,C_587,35,Pune,Machine Learning Engineer,81288.34836,6,Homeowners Insurance,Female,0,Zensar Technologies
487,C_588,30,Chennai,Business Analyst,87882.74509,3,Auto Insurance,Male,0,Larsen & Toubro Infotech (LTI)
488,C_589,40,Chennai,Network Engineer,75427.51924,3,Renters Insurance,Female,1,Capgemini India
489,C_590,43,Kolkata,Machine Learning Engineer,77465.69561,0,Disability Insurance,Male,0,NIIT Technologies
490,C_591,52,Delhi,Network Architect,85599.3191,7,Disability Insurance,Female,0,Tata Elxsi
491,C_592,49,Delhi,IT Project Manager,37644.82187,2,Health Insurance,Male,0,Birlasoft
492,C_593,32,Delhi,IT Project Manager,27346.74281,1,Homeowners Insurance,Male,0,Tech Mahindra
493,C_594,50,Chennai,Web Developer,42664.62621,2,Disability Insurance,Male,0,Infosys
494,C_595,48,Delhi,Software Developer,56242.16368,1,Renters Insurance,Female,0,Mindfire Solutions
495,C_596,33,Pune,System Analyst,23586.63364,4,Homeowners Insurance,Female,0,Cyient
496,C_597,51,Chennai,UI/UX Designer,72143.64639,4,Renters Insurance,Male,0,Cognizant
497,C_598,39,Pune,IT Project Manager,90988.08965,7,Health Insurance,Male,1,IBM India
498,C_599,34,Delhi,Business Analyst,50691.91321,6,Auto Insurance,Male,0,Wipro
499,C_600,47,Hyderabad,IT Consultant,3732.292061,7,Health Insurance,Female,1,Mindtree
500,C_601,39,Delhi,IT Consultant,98806.49491,7,Long-Term Care Insurance,Male,0,Mindtree
501,C_602,59,Kolkata,IT Project Manager,74136.47699,6,Auto Insurance,Female,1,Aricent
502,C_603,56,Indore,System Analyst,77821.86963,0,Long-Term Care Insurance,Female,0,Mindtree
503,C_604,44,Chennai,IT Consultant,69986.75858,3,Health Insurance,Male,1,Birlasoft
504,C_605,45,Bengaluru,Security Analyst,80411.82862,7,Homeowners Insurance,Female,1,Persistent Systems
505,C_606,59,Noida,Network Engineer,28710.85648,7,Renters Insurance,Male,1,Tata Elxsi
506,C_607,52,Hyderabad,QA Engineer,67477.11975,0,Renters Insurance,Male,0,QuEST Global
507,C_608,42,Bengaluru,IT Project Manager,73418.9044,4,Disability Insurance,Male,1,Hexaware Technologies
508,C_609,47,Delhi,Systems Administrator,57515.16293,3,Travel Insurance,Male,1,KPIT Technologies
509,C_610,45,Kolkata,UI/UX Designer,77662.91299,7,Homeowners Insurance,Female,1,Mphasis
510,C_611,50,Kolkata,IT Consultant,70401.33807,0,Auto Insurance,Female,1,Infosys
511,C_612,42,Pune,QA Engineer,45201.90181,3,Long-Term Care Insurance,Male,0,Infosys
512,C_613,31,Kolkata,Machine Learning Engineer,41009.63642,5,Homeowners Insurance,Male,1,Capgemini India
513,C_614,56,Kolkata,Cloud Solutions Architect,91253.60059,4,Life Insurance,Female,0,IBM India
514,C_615,42,Ahmedabad,Network Engineer,82230.93091,3,Health Insurance,Male,1,TCS
515,C_616,48,Ahmedabad,Data Scientist,72276.9066,3,Disability Insurance,Male,1,Infosys
516,C_617,48,Delhi,Technical Writer,60761.84425,2,Homeowners Insurance,Female,1,TCS
517,C_618,39,Indore,Database Administrator,22576.12189,7,Travel Insurance,Female,1,Tata Elxsi
518,C_619,34,Noida,Network Engineer,34574.27411,7,Disability Insurance,Male,1,Aricent
519,C_620,30,Kolkata,Machine Learning Engineer,59706.57632,7,Critical Illness Insurance,Male,0,Capgemini India
520,C_621,53,Bengaluru,Network Architect,25813.84481,4,Health Insurance,Male,1,Infosys
521,C_622,48,Pune,Cloud Solutions Architect,61066.07788,7,Travel Insurance,Female,1,Mindtree
522,C_623,49,Pune,Technical Writer,54958.41379,0,Renters Insurance,Male,1,Mindtree
523,C_624,33,Kolkata,Network Architect,13217.6578,6,Renters Insurance,Female,1,Lionbridge Technologies
524,C_625,48,Kolkata,Database Administrator,4749.679044,3,Health Insurance,Male,1,Mindtree
525,C_626,52,Indore,Security Analyst,72649.49596,1,Health Insurance,Female,0,Mphasis
526,C_627,56,Bengaluru,Data Scientist,61662.04616,0,Auto Insurance,Female,1,NIIT Technologies
527,C_628,36,Indore,Cloud Solutions Architect,36635.61598,5,Homeowners Insurance,Male,1,Lionbridge Technologies
528,C_629,59,Bengaluru,Network Architect,65094.00395,5,Disability Insurance,Female,1,Persistent Systems
529,C_630,52,Bengaluru,Security Analyst,50119.1262,6,Life Insurance,Female,0,Lionbridge Technologies
530,C_631,33,Chennai,DevOps Engineer,64774.42134,7,Long-Term Care Insurance,Female,0,QuEST Global
531,C_632,53,Delhi,System Analyst,99701.98326,2,Disability Insurance,Male,1,Infosys
532,C_633,41,Indore,DevOps Engineer,37675.67371,5,Life Insurance,Male,1,Oracle Financial Services Software
533,C_634,51,Delhi,IT Support Specialist,15496.75845,2,Renters Insurance,Male,0,Capgemini India
534,C_635,53,Pune,UI/UX Designer,21046.05237,1,Disability Insurance,Male,0,Larsen & Toubro Infotech (LTI)
535,C_636,56,Bengaluru,Cloud Solutions Architect,94734.39541,7,Homeowners Insurance,Female,1,Larsen & Toubro Infotech (LTI)
536,C_637,49,Hyderabad,Systems Administrator,96283.73253,7,Life Insurance,Female,1,Persistent Systems
537,C_638,52,Noida,Data Scientist,45003.15563,3,Life Insurance,Male,0,KPIT Technologies
538,C_639,49,Bengaluru,Business Analyst,88899.32606,2,Critical Illness Insurance,Male,0,Larsen & Toubro Infotech (LTI)
539,C_640,58,Mumbai,IT Support Specialist,84330.26601,0,Health Insurance,Male,1,Mindfire Solutions
540,C_641,30,Indore,QA Engineer,84921.60741,1,Long-Term Care Insurance,Female,1,QuEST Global
541,C_642,34,Pune,Cybersecurity Specialist,89363.62868,4,Disability Insurance,Female,0,Infosys
542,C_643,42,Hyderabad,UI/UX Designer,18920.14065,6,Long-Term Care Insurance,Male,1,Tech Mahindra
543,C_644,40,Pune,Data Scientist,72755.54156,5,Life Insurance,Female,1,IBM India
